vin,county,city,postal_code,model_year,make,model,electric_vehicle_type,electric_range,electric_utility,2020_census_tract,longitude,latitude
2T3YL4DV0E,King,Bellevue,98005,2014,TOYOTA,RAV4,BEV,103,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023604,-122.1621,47.64441
5YJ3E1EB6K,King,Bothell,98011,2019,TESLA,MODEL 3,BEV,220,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022102,-122.20563,47.76144
5UX43EU02S,Thurston,Olympia,98502,2025,BMW,X5,PHEV,40,PUGET SOUND ENERGY INC,53067011902,-122.92333,47.03779
JTMAB3FV5R,Thurston,Olympia,98513,2024,TOYOTA,RAV4 PRIME,PHEV,42,PUGET SOUND ENERGY INC,53067012332,-122.81754,46.98876
5YJYGDEE8M,Yakima,Selah,98942,2021,TESLA,MODEL Y,BEV,0,PACIFICORP,53077003200,-120.53145,46.65405
3C3CFFGE1G,Thurston,Olympia,98501,2016,FIAT,500,BEV,84,PUGET SOUND ENERGY INC,53067010802,-122.89166,47.03956
5YJ3E1EA4J,Snohomish,Marysville,98271,2018,TESLA,MODEL 3,BEV,215,PUGET SOUND ENERGY INC,53061052808,-122.1677,48.11026
5YJ3E1EA3K,King,Seattle,98102,2019,TESLA,MODEL 3,BEV,220,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600,-122.32427,47.63433
1N4AZ0CP5E,Thurston,Yelm,98597,2014,NISSAN,LEAF,BEV,84,PUGET SOUND ENERGY INC,53067012421,-122.60735,46.94239
5YJSA1S25F,Thurston,Yelm,98597,2015,TESLA,MODEL S,BEV,208,PUGET SOUND ENERGY INC,53067012532,-122.60735,46.94239
5YJSA1E27G,Snohomish,Everett,98208,2016,TESLA,MODEL S,BEV,210,PUGET SOUND ENERGY INC,53061041701,-122.18637,47.89251
1G1FX6S03H,Kitsap,Port Orchard,98366,2017,CHEVROLET,BOLT EV,BEV,238,PUGET SOUND ENERGY INC,53035092200,-122.63847,47.54103
1N4AZ0CP0F,King,North Bend,98045,2015,NISSAN,LEAF,BEV,84,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032705,-121.7831,47.49348
5YJSA1E25F,Snohomish,Mukilteo,98275,2015,TESLA,MODEL S,BEV,208,PUGET SOUND ENERGY INC,53061042001,-122.29196,47.89908
1N4AZ1CP4J,Snohomish,Bothell,98012,2018,NISSAN,LEAF,BEV,151,PUGET SOUND ENERGY INC,53061052009,-122.21061,47.83448
7SAYGAEEXP,Snohomish,Bothell,98012,2023,TESLA,MODEL Y,BEV,0,PUGET SOUND ENERGY INC,53061051933,-122.21061,47.83448
WBY1Z6C33H,Kitsap,Kingston,98346,2017,BMW,I3,BEV,81,PUGET SOUND ENERGY INC,53035940000,-122.4977,47.79802
1N4AZ0CP3D,King,Bellevue,98008,2013,NISSAN,LEAF,BEV,75,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023000,-122.11867,47.63131
WBY1Z4C58E,Kitsap,Poulsbo,98370,2014,BMW,I3,PHEV,72,PUGET SOUND ENERGY INC,53035091100,-122.64681,47.73689
5YJ3E1EB0J,Thurston,Olympia,98512,2018,TESLA,MODEL 3,BEV,215,PUGET SOUND ENERGY INC,53067012730,-122.9131,47.01359
1G1FX6S03J,Snohomish,Lake Stevens,98258,2018,CHEVROLET,BOLT EV,BEV,238,PUGET SOUND ENERGY INC,53061052607,-122.06402,48.01497
5YJSA1E25H,Kitsap,Port Orchard,98367,2017,TESLA,MODEL S,BEV,210,PUGET SOUND ENERGY INC,53035092901,-122.68516,47.50645
5YJXCDE26J,Snohomish,Bothell,98021,2018,TESLA,MODEL X,BEV,238,PUGET SOUND ENERGY INC,53061051938,-122.18384,47.8031
1N4AZ0CP1F,Thurston,Olympia,98502,2015,NISSAN,LEAF,BEV,84,PUGET SOUND ENERGY INC,53067010600,-122.92333,47.03779
5YJ3E1EA5J,Snohomish,Snohomish,98290,2018,TESLA,MODEL 3,BEV,215,PUGET SOUND ENERGY INC,53061052105,-122.09305,47.91265
5UXTA6C09P,King,Renton,98057,2023,BMW,X5,PHEV,30,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025704,-122.20489,47.47532
5YJ3E1EA1L,Thurston,Olympia,98513,2020,TESLA,MODEL 3,BEV,266,PUGET SOUND ENERGY INC,53067012331,-122.81754,46.98876
5YJ3E1EA6J,Snohomish,Bothell,98012,2018,TESLA,MODEL 3,BEV,215,PUGET SOUND ENERGY INC,53061051922,-122.21061,47.83448
KNDCD3LDXK,Thurston,Olympia,98501,2019,KIA,NIRO,PHEV,26,PUGET SOUND ENERGY INC,53067010400,-122.89166,47.03956
1N4BZ1CP3K,Kitsap,Bremerton,98310,2019,NISSAN,LEAF,BEV,150,PUGET SOUND ENERGY INC,53035080400,-122.61136,47.5752
3FMTK3SU1P,Yakima,Yakima,98908,2023,FORD,MUSTANG MACH-E,BEV,0,PACIFICORP,53077000904,-120.60272,46.59656
1N4BZ0CP7H,Kitsap,Kingston,98346,2017,NISSAN,LEAF,BEV,107,PUGET SOUND ENERGY INC,53035090102,-122.4977,47.79802
1N4AZ1CP7J,King,Sammamish,98075,2018,NISSAN,LEAF,BEV,151,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032213,-122.03539,47.61344
5YJ3E1EA6K,King,Seatac,98198,2019,TESLA,MODEL 3,BEV,220,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033028802,-122.32192,47.40139
KNDCC3LGXK,King,Burien,98146,2019,KIA,NIRO,BEV,239,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700,-122.36178,47.49408
5YJ3E1EA3J,King,Redmond,98052,2018,TESLA,MODEL 3,BEV,215,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022606,-122.13158,47.67858
KNDCC3LG6M,Thurston,Olympia,98506,2021,KIA,NIRO,BEV,0,PUGET SOUND ENERGY INC,53067010200,-122.87741,47.05997
1N4AZ1CP1K,King,Bellevue,98007,2019,NISSAN,LEAF,BEV,150,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023401,-122.12056,47.61334
KM8JBDD28R,Kitsap,Bremerton,98337,2024,HYUNDAI,TUCSON,PHEV,33,PUGET SOUND ENERGY INC,53035080600,-122.62749,47.565
WA1VABGE3K,King,Seattle,98144,2019,AUDI,E-TRON,BEV,204,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500,-122.30866,47.57874
1C4RJXP67S,Snohomish,Edmonds,98026,2025,JEEP,WRANGLER,PHEV,21,PUGET SOUND ENERGY INC,53061050200,-122.31768,47.87166
JN1AZ0CP7C,Snohomish,Everett,98204,2012,NISSAN,LEAF,BEV,73,PUGET SOUND ENERGY INC,53061041901,-122.27557,47.88936
1G1FZ6S07L,Skagit,Anacortes,98221,2020,CHEVROLET,BOLT EV,BEV,259,PUGET SOUND ENERGY INC,53057940201,-122.61214,48.51748
1N4AZ0CP2D,Thurston,Olympia,98506,2013,NISSAN,LEAF,BEV,75,PUGET SOUND ENERGY INC,53067012211,-122.87741,47.05997
5YJ3E1EB4L,King,Seattle,98106,2020,TESLA,MODEL 3,BEV,322,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900,-122.35163,47.54287
1FMCU0E13R,Kitsap,Bremerton,98311,2024,FORD,ESCAPE,PHEV,37,PUGET SOUND ENERGY INC,53035091900,-122.60915,47.62631
WBY1Z6C32H,Kitsap,Poulsbo,98370,2017,BMW,I3,BEV,81,PUGET SOUND ENERGY INC,53035091100,-122.64681,47.73689
5YJ3E1EA7M,Snohomish,Bothell,98021,2021,TESLA,MODEL 3,BEV,0,PUGET SOUND ENERGY INC,53061051937,-122.18384,47.8031
5YJYGDEE0L,King,Seattle,98108,2020,TESLA,MODEL Y,BEV,291,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010001,-122.30346,47.55379
1N4AZ0CP4E,Thurston,Olympia,98502,2014,NISSAN,LEAF,BEV,84,PUGET SOUND ENERGY INC,53067011901,-122.92333,47.03779
KNDC3DLC6R,Yakima,Wapato,98951,2024,KIA,EV6,BEV,0,PACIFICORP,53077940007,-120.42083,46.44779
1G1RA6E43D,Thurston,Olympia,98502,2013,CHEVROLET,VOLT,PHEV,38,PUGET SOUND ENERGY INC,53067010510,-122.92333,47.03779
1N4AZ0CP9F,Yakima,Yakima,98903,2015,NISSAN,LEAF,BEV,84,PACIFICORP,53077002803,-120.4778,46.55351
WMWXP3C05M,Snohomish,Everett,98201,2021,MINI,HARDTOP,BEV,110,PUGET SOUND ENERGY INC,53061040100,-122.20596,47.97659
1N4AZ1CP3K,King,Duvall,98019,2019,NISSAN,LEAF,BEV,150,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032401,-121.98609,47.74068
WBAJB1C58K,Thurston,Lacey,98503,2019,BMW,530E,PHEV,15,PUGET SOUND ENERGY INC,53067011410,-122.82324,47.04437
1FMCU0E15R,Thurston,Olympia,98502,2024,FORD,ESCAPE,PHEV,37,PUGET SOUND ENERGY INC,53067011100,-122.92333,47.03779
5YJ3E1EA7J,Snohomish,Snohomish,98290,2018,TESLA,MODEL 3,BEV,215,PUGET SOUND ENERGY INC,53061052502,-122.09305,47.91265
WA1E2AFY5M,Thurston,Olympia,98502,2021,AUDI,Q5 E,PHEV,18,PUGET SOUND ENERGY INC,53067012002,-122.92333,47.03779
1G1RC6E43F,Thurston,Olympia,98501,2015,CHEVROLET,VOLT,PHEV,38,PUGET SOUND ENERGY INC,53067010300,-122.89166,47.03956
5YJXCBE25G,Thurston,Olympia,98513,2016,TESLA,MODEL X,BEV,200,PUGET SOUND ENERGY INC,53067012320,-122.81754,46.98876
5YJ3E1EA0J,Kitsap,Port Orchard,98367,2018,TESLA,MODEL 3,BEV,215,PUGET SOUND ENERGY INC,53035092901,-122.68516,47.50645
7SAYGDEE4P,Snohomish,Bothell,98012,2023,TESLA,MODEL Y,BEV,0,PUGET SOUND ENERGY INC,53061051935,-122.21061,47.83448
LPSED3KA7M,King,Burien,98166,2021,POLESTAR,PS2,BEV,233,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033027800,-122.34102,47.46593
5YJ3E1EB1L,Snohomish,Snohomish,98290,2020,TESLA,MODEL 3,BEV,322,PUGET SOUND ENERGY INC,53061052301,-122.09305,47.91265
5YJ3E1EB5N,Yakima,Union Gap,98903,2022,TESLA,MODEL 3,BEV,0,PACIFICORP,53077001400,-120.4778,46.55351
JTDKARFP9K,Kitsap,Poulsbo,98370,2019,TOYOTA,PRIUS PRIME,PHEV,25,PUGET SOUND ENERGY INC,53035090502,-122.64681,47.73689
JTMEB3FV4R,Walla Walla,Walla Walla,99362,2024,TOYOTA,RAV4 PRIME,PHEV,42,PACIFICORP,53071920702,-118.34261,46.07068
1G1FZ6S0XL,Ferry,Kettle Falls,99141,2020,CHEVROLET,BOLT EV,BEV,259,AVISTA CORP,53019970100,-118.06211,48.61053
1FTZR0816Y,Thurston,Olympia,98506,2000,FORD,RANGER,BEV,58,PUGET SOUND ENERGY INC,53067012100,-122.87741,47.05997
5YJYGDEFXL,Thurston,Lacey,98503,2020,TESLA,MODEL Y,BEV,291,PUGET SOUND ENERGY INC,53067011421,-122.82324,47.04437
1G1RA6E46D,Thurston,Olympia,98513,2013,CHEVROLET,VOLT,PHEV,38,PUGET SOUND ENERGY INC,53067012420,-122.81754,46.98876
WA1M2BFZ4P,Snohomish,Bothell,98012,2023,AUDI,Q4,BEV,0,PUGET SOUND ENERGY INC,53061051936,-122.21061,47.83448
5YJ3E1EA0K,Snohomish,Everett,98204,2019,TESLA,MODEL 3,BEV,220,PUGET SOUND ENERGY INC,53061041812,-122.27557,47.88936
3C3CFFGEXH,Kitsap,Suquamish,98392,2017,FIAT,500,BEV,84,PUGET SOUND ENERGY INC,53035940100,-122.55242,47.73162
5YJ3E1EB3K,Kitsap,Bainbridge Island,98110,2019,TESLA,MODEL 3,BEV,220,PUGET SOUND ENERGY INC,53035091002,-122.521,47.62728
5YJ3E1EB4J,Snohomish,Edmonds,98020,2018,TESLA,MODEL 3,BEV,215,PUGET SOUND ENERGY INC,53061050403,-122.37689,47.81116
5YJ3E1EB6L,King,Seattle,98101,2020,TESLA,MODEL 3,BEV,322,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007302,-122.34223,47.61085
5YJYGDEE1M,Yakima,Yakima,98908,2021,TESLA,MODEL Y,BEV,0,PACIFICORP,53077000402,-120.60272,46.59656
KNDCC3LG9L,King,Seattle,98103,2020,KIA,NIRO,BEV,239,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002800,-122.35436,47.67596
1N4AZ1CP3J,Snohomish,Bothell,98021,2018,NISSAN,LEAF,BEV,151,PUGET SOUND ENERGY INC,53061051926,-122.18384,47.8031
5YJXCAE2XJ,Snohomish,Lynnwood,98036,2018,TESLA,MODEL X,BEV,238,PUGET SOUND ENERGY INC,53061051916,-122.29245,47.82557
5YJSA1E44G,Thurston,Lacey,98503,2016,TESLA,MODEL S,BEV,210,PUGET SOUND ENERGY INC,53067011422,-122.82324,47.04437
WMW13DJ07P,Thurston,Olympia,98512,2023,MINI,HARDTOP,BEV,0,PUGET SOUND ENERGY INC,53067011901,-122.9131,47.01359
1G1RB6E4XF,Snohomish,Monroe,98272,2015,CHEVROLET,VOLT,PHEV,38,PUGET SOUND ENERGY INC,53061052208,-121.98087,47.8526
1G1FZ6S00L,Kitsap,Bremerton,98310,2020,CHEVROLET,BOLT EV,BEV,259,PUGET SOUND ENERGY INC,53035080400,-122.61136,47.5752
5YJYGDEE5L,Thurston,Olympia,98502,2020,TESLA,MODEL Y,BEV,291,PUGET SOUND ENERGY INC,53067010600,-122.92333,47.03779
7FCTGAAA7P,Kitsap,Kingston,98346,2023,RIVIAN,R1T,BEV,0,PUGET SOUND ENERGY INC,53035090102,-122.4977,47.79802
5YJ3E1EA2J,Island,Freeland,98249,2018,TESLA,MODEL 3,BEV,215,PUGET SOUND ENERGY INC,53029971301,-122.52664,48.00956
WBY1Z4C56F,Skagit,Bow,98232,2015,BMW,I3,PHEV,72,PUGET SOUND ENERGY INC,53057950802,-122.397,48.56045
WBAJB1C50J,Skagit,Mount Vernon,98273,2018,BMW,530E,PHEV,14,PUGET SOUND ENERGY INC,53057952304,-122.33891,48.41644
KNDCM3LD6L,Island,Coupeville,98239,2020,KIA,NIRO,PHEV,26,PUGET SOUND ENERGY INC,53029971000,-122.68558,48.21857
KNDC3DLC1N,Yakima,Yakima,98902,2022,KIA,EV6,BEV,0,PACIFICORP,53077001202,-120.52401,46.59739
1N4AZ0CP4F,King,Bothell,98011,2015,NISSAN,LEAF,BEV,84,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021804,-122.20563,47.76144
2C4RC1L7XJ,Thurston,Yelm,98597,2018,CHRYSLER,PACIFICA,PHEV,33,PUGET SOUND ENERGY INC,53067012510,-122.60735,46.94239
5YJYGDEF1L,Snohomish,Snohomish,98296,2020,TESLA,MODEL Y,BEV,291,PUGET SOUND ENERGY INC,53061052112,-122.1389,47.87115
3C3CFFGE4H,Spokane,Spokane,99203,2017,FIAT,500,BEV,84,MODERN ELECTRIC WATER COMPANY,53063004400,-117.39322,47.63374
1N4AZ0CP1D,Skagit,Mount Vernon,98273,2013,NISSAN,LEAF,BEV,75,PUGET SOUND ENERGY INC,53057952301,-122.33891,48.41644
YV4BR0DM3J,Kitsap,Poulsbo,98370,2018,VOLVO,XC60,PHEV,17,PUGET SOUND ENERGY INC,53035090202,-122.64681,47.73689
5YJXCAE23L,King,Seattle,98105,2020,TESLA,MODEL X,BEV,293,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101,-122.31307,47.66127
1N4AZ1CP7K,King,Seattle,98102,2019,NISSAN,LEAF,BEV,150,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100,-122.32427,47.63433
7SAYGDEEXP,Yakima,Yakima,98902,2023,TESLA,MODEL Y,BEV,0,PACIFICORP,53077000800,-120.52401,46.59739
5YJSA1E21H,Thurston,Lacey,98516,2017,TESLA,MODEL S,BEV,210,PUGET SOUND ENERGY INC,53067012226,-122.75103,47.08149
JTDKARFP9H,Snohomish,Lake Stevens,98258,2017,TOYOTA,PRIUS PRIME,PHEV,25,PUGET SOUND ENERGY INC,53061052607,-122.06402,48.01497
WBY2Z2C54H,King,Seattle,98121,2017,BMW,I8,PHEV,14,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201,-122.34468,47.61578
WBY7Z2C55J,Kitsap,Poulsbo,98370,2018,BMW,I3,BEV,114,PUGET SOUND ENERGY INC,53035940100,-122.64681,47.73689
5UXKT0C57J,Kitsap,Poulsbo,98370,2018,BMW,X5,PHEV,13,PUGET SOUND ENERGY INC,53035090502,-122.64681,47.73689
1FADP5CUXD,Thurston,Lacey,98503,2013,FORD,C-MAX,PHEV,19,PUGET SOUND ENERGY INC,53067011421,-122.82324,47.04437
5YJ3E1EB9J,Grant,Moses Lake,98837,2018,TESLA,MODEL 3,BEV,215,PUD NO 2 OF GRANT COUNTY,53025011002,-119.2771,47.13196
5YJ3E1EAXJ,Snohomish,Everett,98203,2018,TESLA,MODEL 3,BEV,215,PUGET SOUND ENERGY INC,53061040900,-122.23019,47.94949
WA1F2AFY6M,Island,Freeland,98249,2021,AUDI,Q5 E,PHEV,18,PUGET SOUND ENERGY INC,53029971900,-122.52664,48.00956
1N4AZ1CP7L,King,Seattle,98119,2020,NISSAN,LEAF,BEV,149,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902,-122.3684,47.64586
1G1FZ6S08L,Kitsap,Poulsbo,98370,2020,CHEVROLET,BOLT EV,BEV,259,PUGET SOUND ENERGY INC,53035090201,-122.64681,47.73689
KNDCS3LF8R,Kitsap,Kingston,98346,2024,KIA,NIRO,PHEV,33,PUGET SOUND ENERGY INC,53035090101,-122.4977,47.79802
1N4AZ0CP7F,Thurston,Olympia,98506,2015,NISSAN,LEAF,BEV,84,PUGET SOUND ENERGY INC,53067012223,-122.87741,47.05997
YV4H60DL0R,Snohomish,Bothell,98021,2024,VOLVO,XC60,PHEV,35,PUGET SOUND ENERGY INC,53061051918,-122.18384,47.8031
5YJ3E1EB3J,King,Redmond,98052,2018,TESLA,MODEL 3,BEV,215,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022902,-122.13158,47.67858
3C3CFFGE6E,Kitsap,Bremerton,98312,2014,FIAT,500,BEV,87,PUGET SOUND ENERGY INC,53035080700,-122.6563,47.56739
1G1FX6S01H,Kitsap,Poulsbo,98370,2017,CHEVROLET,BOLT EV,BEV,238,PUGET SOUND ENERGY INC,53035090502,-122.64681,47.73689
LPSED3KA4M,Snohomish,Snohomish,98290,2021,POLESTAR,PS2,BEV,233,PUGET SOUND ENERGY INC,53061052402,-122.09305,47.91265
5YJSA1H23F,Snohomish,Monroe,98272,2015,TESLA,MODEL S,BEV,208,PUGET SOUND ENERGY INC,53061052207,-121.98087,47.8526
1N4AZ1CP8K,Snohomish,Marysville,98270,2019,NISSAN,LEAF,BEV,150,PUGET SOUND ENERGY INC,53061052104,-122.1769,48.06114
YV4H60CE8R,Snohomish,Bothell,98021,2024,VOLVO,XC90,PHEV,32,PUGET SOUND ENERGY INC,53061051916,-122.18384,47.8031
1G1FY6S09M,Whitman,Pullman,99163,2021,CHEVROLET,BOLT EV,BEV,0,AVISTA CORP,53075000201,-117.18147,46.73015
1G1RC6S5XG,Kitsap,Bremerton,98312,2016,CHEVROLET,VOLT,PHEV,53,PUGET SOUND ENERGY INC,53035081100,-122.6563,47.56739
5YJ3E1EB7J,King,Seattle,98119,2018,TESLA,MODEL 3,BEV,215,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902,-122.3684,47.64586
5YJ3E1EA4L,Thurston,Olympia,98502,2020,TESLA,MODEL 3,BEV,266,PUGET SOUND ENERGY INC,53067012001,-122.92333,47.03779
5YJ3E1EA7L,Snohomish,Bothell,98012,2020,TESLA,MODEL 3,BEV,266,PUGET SOUND ENERGY INC,53061051934,-122.21061,47.83448
3C3CFFGE6H,Thurston,Olympia,98506,2017,FIAT,500,BEV,84,PUGET SOUND ENERGY INC,53067012211,-122.87741,47.05997
5YJ3E1EAXL,King,Seattle,98119,2020,TESLA,MODEL 3,BEV,266,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007001,-122.3684,47.64586
7SAYGAEE4P,Thurston,Olympia,98501,2023,TESLA,MODEL Y,BEV,0,PUGET SOUND ENERGY INC,53067011721,-122.89166,47.03956
JN1AZ0CPXC,Thurston,Olympia,98506,2012,NISSAN,LEAF,BEV,73,PUGET SOUND ENERGY INC,53067012223,-122.87741,47.05997
1N4AZ0CP5F,King,Seattle,98118,2015,NISSAN,LEAF,BEV,84,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010101,-122.2668,47.55115
7SAYGDED8S,Snohomish,Bothell,98012,2025,TESLA,MODEL Y,BEV,0,PUGET SOUND ENERGY INC,53061052107,-122.21061,47.83448
5YJXCDE28J,Thurston,Olympia,98506,2018,TESLA,MODEL X,BEV,238,PUGET SOUND ENERGY INC,53067012100,-122.87741,47.05997
KNDC4DLC0P,Snohomish,Lynnwood,98036,2023,KIA,EV6,BEV,0,PUGET SOUND ENERGY INC,53061051931,-122.29245,47.82557
JM3KKEHA4R,Kitsap,Port Orchard,98366,2024,MAZDA,CX-90,PHEV,26,PUGET SOUND ENERGY INC,53035092600,-122.63847,47.54103
5YJYGDEF3L,Kitsap,Kingston,98346,2020,TESLA,MODEL Y,BEV,291,PUGET SOUND ENERGY INC,53035090101,-122.4977,47.79802
1G1RB6E44F,Yakima,Selah,98942,2015,CHEVROLET,VOLT,PHEV,38,PACIFICORP,53077003100,-120.53145,46.65405
5YJSA1E29H,Snohomish,Lynnwood,98087,2017,TESLA,MODEL S,BEV,210,PUGET SOUND ENERGY INC,53061041703,-122.27981,47.85727
WBY2Z2C51F,Yakima,Yakima,98908,2015,BMW,I8,PHEV,14,PACIFICORP,53077000800,-120.60272,46.59656
5YJ3E1EA5K,Island,Oak Harbor,98277,2019,TESLA,MODEL 3,BEV,220,PUGET SOUND ENERGY INC,53029970602,-122.64682,48.29077
JTMCB3FV0R,Stevens,Colville,99114,2024,TOYOTA,RAV4 PRIME,PHEV,42,AVISTA CORP,53065950600,-117.90454,48.54657
1G1FY6S08L,Island,Langley,98260,2020,CHEVROLET,BOLT EV,BEV,259,PUGET SOUND ENERGY INC,53029972000,-122.40618,48.0399
1N4AZ0CP6D,Okanogan,Winthrop,98862,2013,NISSAN,LEAF,BEV,75,"OKANOGAN COUNTY ELEC COOP, INC",53047970900,-120.17739,48.47396
KNDCE3LG1K,Island,Langley,98260,2019,KIA,NIRO,BEV,239,PUGET SOUND ENERGY INC,53029972000,-122.40618,48.0399
KNDRMDJH2S,Skagit,Mount Vernon,98273,2025,KIA,SORENTO,PHEV,30,PUGET SOUND ENERGY INC,53057951900,-122.33891,48.41644
5UXTA6C09N,Snohomish,Bothell,98012,2022,BMW,X5,PHEV,30,PUGET SOUND ENERGY INC,53061052008,-122.21061,47.83448
7SAYGDEE5P,Kitsap,Bremerton,98311,2023,TESLA,MODEL Y,BEV,0,PUGET SOUND ENERGY INC,53035091600,-122.60915,47.62631
JTDKAMFP9M,Thurston,Olympia,98516,2021,TOYOTA,PRIUS PRIME,PHEV,25,PUGET SOUND ENERGY INC,53067012221,-122.75103,47.08149
5YJSA1E20F,Snohomish,Snohomish,98290,2015,TESLA,MODEL S,BEV,208,PUGET SOUND ENERGY INC,53061052301,-122.09305,47.91265
5YJ3E1EB5J,Kitsap,Silverdale,98383,2018,TESLA,MODEL 3,BEV,215,PUGET SOUND ENERGY INC,53035091201,-122.69275,47.65171
1N4BZ0CP9H,Snohomish,Edmonds,98020,2017,NISSAN,LEAF,BEV,107,PUGET SOUND ENERGY INC,53061050700,-122.37689,47.81116
5YJSA1S29F,Thurston,Olympia,98501,2015,TESLA,MODEL S,BEV,208,PUGET SOUND ENERGY INC,53067011720,-122.89166,47.03956
5YJSA1E2XJ,Thurston,Olympia,98501,2018,TESLA,MODEL S,BEV,249,PUGET SOUND ENERGY INC,53067011720,-122.89166,47.03956
5YJ3E1EB2L,Snohomish,Snohomish,98296,2020,TESLA,MODEL 3,BEV,322,PUGET SOUND ENERGY INC,53061052112,-122.1389,47.87115
WBY8P2C09L,King,Seattle,98122,2020,BMW,I3,BEV,153,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008402,-122.31009,47.60803
KNDCS3LF0P,Thurston,Olympia,98502,2023,KIA,NIRO,PHEV,33,NO KNOWN ELECTRIC UTILITY SERVICE,53067011902,-122.92333,47.03779
1C4JJXR65P,Skagit,Sedro-Woolley,98284,2023,JEEP,WRANGLER,PHEV,21,PUGET SOUND ENERGY INC,53057951600,-122.23857,48.50858
1FADP5CU2D,Thurston,Lacey,98503,2013,FORD,C-MAX,PHEV,19,PUGET SOUND ENERGY INC,53067011200,-122.82324,47.04437
WBA33AG00M,Chelan,Leavenworth,98826,2021,BMW,530E,PHEV,18,PUD NO 1 OF CHELAN COUNTY,53007960201,-120.65754,47.5982
1C4RJYC66R,Grant,Moses Lake,98837,2024,JEEP,GRAND CHEROKEE,PHEV,25,PUD NO 2 OF GRANT COUNTY,53025011001,-119.2771,47.13196
1G1FW6S05P,Stevens,Colville,99114,2023,CHEVROLET,BOLT EV,BEV,0,AVISTA CORP,53065950600,-117.90454,48.54657
5YJYGDEF2L,Snohomish,Everett,98208,2020,TESLA,MODEL Y,BEV,291,PUGET SOUND ENERGY INC,53061041609,-122.18637,47.89251
WVWKR7AU7K,Snohomish,Snohomish,98290,2019,VOLKSWAGEN,E-GOLF,BEV,125,PUGET SOUND ENERGY INC,53061052105,-122.09305,47.91265
KNDJP3AEXG,Snohomish,Everett,98208,2016,KIA,SOUL,BEV,93,PUGET SOUND ENERGY INC,53061041609,-122.18637,47.89251
1N4BZ1DV2M,Chelan,Chelan,98816,2021,NISSAN,LEAF,BEV,0,PUD NO 1 OF CHELAN COUNTY,53007960303,-120.01454,47.83985
5YJSA1E43G,King,Redmond,98053,2016,TESLA,MODEL S,BEV,210,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032332,-122.03287,47.68555
1G1FX6S06H,Snohomish,Everett,98208,2017,CHEVROLET,BOLT EV,BEV,238,PUGET SOUND ENERGY INC,53061052119,-122.18637,47.89251
WA1LAAGE3N,Kittitas,Ronald,98940,2022,AUDI,E-TRON,BEV,0,PUGET SOUND ENERGY INC,53037975101,-121.02627,47.23781
1N4AZ1CP1J,King,Renton,98056,2018,NISSAN,LEAF,BEV,151,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025202,-122.1805,47.50006
5YJ3E1EB1K,Thurston,Yelm,98597,2019,TESLA,MODEL 3,BEV,220,PUGET SOUND ENERGY INC,53067012422,-122.60735,46.94239
7SAYGDEE8N,Snohomish,Bothell,98012,2022,TESLA,MODEL Y,BEV,0,PUGET SOUND ENERGY INC,53061051935,-122.21061,47.83448
5UX43EU04S,Spokane,Spokane,99203,2025,BMW,X5,PHEV,40,MODERN ELECTRIC WATER COMPANY,53063004500,-117.39322,47.63374
5YJXCAE21H,Island,Coupeville,98239,2017,TESLA,MODEL X,BEV,200,PUGET SOUND ENERGY INC,53029971100,-122.68558,48.21857
JM3KKEHAXS,Snohomish,Bothell,98012,2025,MAZDA,CX-90,PHEV,26,PUGET SOUND ENERGY INC,53061051922,-122.21061,47.83448
