vin,county,city,postal_code,model_year,make,model,electric_vehicle_type,electric_range,electric_utility,2020_census_tract,longitude,latitude
YV4H60CF8R,King,Kirkland,98034,2024,VOLVO,XC90,PHEV,32,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021904,-122.22901,47.72201
5YJSA1E5XR,King,Seattle,98125,2024,TESLA,MODEL S,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001000,-122.30253,47.72656
3FA6P0PU8H,Kitsap,Bremerton,98310,2017,FORD,FUSION,PHEV,21,PUGET SOUND ENERGY INC,53035080200,-122.61136,47.5752
1V2WNPE82P,Clark,Vancouver,98662,2023,VOLKSWAGEN,ID.4,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040709,-122.57722,45.64251
5UX43EU07R,King,Sammamish,98075,2024,BMW,X5,PHEV,39,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032215,-122.03539,47.61344
2C4RC1S76P,Clark,Brush Prairie,98606,2023,CHRYSLER,PACIFICA,PHEV,32,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040505,-122.54578,45.73473
1V2DNPE81P,King,Sammamish,98074,2023,VOLKSWAGEN,ID.4,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032317,-122.02054,47.60326
YV4H60DM0N,Kitsap,Poulsbo,98370,2022,VOLVO,XC60,PHEV,35,PUGET SOUND ENERGY INC,53035090201,-122.64681,47.73689
JM3KKBHA0R,Kitsap,Bainbridge Island,98110,2024,MAZDA,CX-90,PHEV,26,PUGET SOUND ENERGY INC,53035090700,-122.521,47.62728
KM8S7DA2XP,Clark,Vancouver,98685,2023,HYUNDAI,SANTA FE,PHEV,30,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040904,-122.70303,45.70954
5YJ3E1EC7M,Clark,Vancouver,98662,2021,TESLA,MODEL 3,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040806,-122.57722,45.64251
YV4ED3UR4M,King,Bellevue,98004,2021,VOLVO,XC40,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024001,-122.1872,47.61001
5YJ3E1EC2N,Clark,Ridgefield,98642,2022,TESLA,MODEL 3,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040303,-122.74595,45.81539
5YJ3E1EA8M,King,Seattle,98115,2021,TESLA,MODEL 3,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000,-122.31676,47.68156
1FADP5CU6F,Clark,Battle Ground,98604,2015,FORD,C-MAX,PHEV,19,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040504,-122.5331,45.78092
KNDCR3L1XP,King,Seattle,98115,2023,KIA,NIRO,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600,-122.31676,47.68156
KMHC85LJ4L,Kitsap,Bremerton,98310,2020,HYUNDAI,IONIQ,BEV,170,PUGET SOUND ENERGY INC,53035080200,-122.61136,47.5752
7SAXCAE51N,King,Woodinville,98072,2022,TESLA,MODEL X,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032319,-122.15545,47.75448
1C4JJXP67P,King,Tukwila,98188,2023,JEEP,WRANGLER,PHEV,21,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033028200,-122.29179,47.43473
WBY13HG03S,King,Woodinville,98072,2025,BMW,I5,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021906,-122.15545,47.75448
5YJ3E1EB0P,King,Kirkland,98033,2023,TESLA,MODEL 3,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022703,-122.2066,47.67887
7SAXCBE63N,King,Renton,98056,2022,TESLA,MODEL X,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025304,-122.1805,47.50006
1G1FX6S00P,King,Tukwila,98188,2023,CHEVROLET,BOLT EV,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033028200,-122.29179,47.43473
7SAXCDE56P,King,Seattle,98112,2023,TESLA,MODEL X,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400,-122.30207,47.64085
1G1FY6S08N,King,Seattle,98146,2022,CHEVROLET,BOLT EUV,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000,-122.36178,47.49408
1G1FZ6S05P,King,Bellevue,98006,2023,CHEVROLET,BOLT EUV,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024701,-122.12096,47.55584
1FTVW1EVXP,King,Seattle,98103,2023,FORD,F-150,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005402,-122.35436,47.67596
JTJABABB7R,King,Sammamish,98075,2024,LEXUS,RZ,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032216,-122.03539,47.61344
1N4AZ1CV6N,King,Seattle,98125,2022,NISSAN,LEAF,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601,-122.30253,47.72656
7SAYGDEE0R,King,Enumclaw,98022,2024,TESLA,MODEL Y,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033031400,-121.99136,47.20433
WVGTMPE21M,King,Redmond,98052,2021,VOLKSWAGEN,ID.4,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022606,-122.13158,47.67858
1G1FZ6S06M,King,Bothell,98011,2021,CHEVROLET,BOLT EV,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021804,-122.20563,47.76144
1G1FX6S01P,King,Tukwila,98188,2023,CHEVROLET,BOLT EV,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033028200,-122.29179,47.43473
3FMTK1RM6P,King,Kent,98032,2023,FORD,MUSTANG MACH-E,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033029203,-122.23741,47.3807
7SAYGAEE3R,King,Renton,98059,2024,TESLA,MODEL Y,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025602,-122.15734,47.48718
JN1DF0BB7P,King,Federal Way,98023,2023,NISSAN,ARIYA,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033030201,-122.36321,47.3084
5YJXCAE24H,King,North Bend,98045,2017,TESLA,MODEL X,BEV,200,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032704,-121.7831,47.49348
5YJ3E1EC6N,King,Kent,98030,2022,TESLA,MODEL 3,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033029702,-122.19975,47.37483
JTMAB3FV5M,King,Enumclaw,98022,2021,TOYOTA,RAV4 PRIME,PHEV,42,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033031400,-121.99136,47.20433
7SAYGDEE4N,King,Seattle,98107,2022,TESLA,MODEL Y,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004703,-122.38591,47.67597
7SAYGAEE1R,Clark,Camas,98607,2024,TESLA,MODEL Y,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040608,-122.40199,45.58694
KNDC44LA0R,King,Bellevue,98004,2024,KIA,EV6,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023806,-122.1872,47.61001
5UXTA6C03N,King,Kirkland,98034,2022,BMW,X5,PHEV,30,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022203,-122.22901,47.72201
1C4RJYE68P,Kitsap,Bremerton,98311,2023,JEEP,GRAND CHEROKEE,PHEV,25,PUGET SOUND ENERGY INC,53035091600,-122.60915,47.62631
W1KEG1CB6R,King,Renton,98058,2024,MERCEDES-BENZ,EQE-CLASS SEDAN,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025804,-122.08747,47.4466
WBY33AW06P,King,Seattle,98101,2023,BMW,I4,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401,-122.34223,47.61085
3GN7DLRP2R,Snohomish,Lake Stevens,98258,2024,CHEVROLET,EQUINOX EV,BEV,0,PUGET SOUND ENERGY INC,53061052604,-122.06402,48.01497
3FA6P0PU5E,Clark,Camas,98607,2014,FORD,FUSION,PHEV,19,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011041500,-122.40199,45.58694
1N4CZ1CV3P,King,Renton,98056,2023,NISSAN,LEAF,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025401,-122.1805,47.50006
5YJ3E1EA8K,King,Bellevue,98004,2019,TESLA,MODEL 3,BEV,220,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024001,-122.1872,47.61001
1FADP5CU8G,Kitsap,Bainbridge Island,98110,2016,FORD,C-MAX,PHEV,19,PUGET SOUND ENERGY INC,53035091002,-122.521,47.62728
1FTVW1EL9P,Kitsap,Port Orchard,98367,2023,FORD,F-150,BEV,0,PUGET SOUND ENERGY INC,53035092901,-122.68516,47.50645
JTDKARFP3L,King,Kent,98031,2020,TOYOTA,PRIUS PRIME,PHEV,25,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033029406,-122.17743,47.41185
1FADP3R46D,Yakima,Yakima,98902,2013,FORD,FOCUS,BEV,76,PACIFICORP,53077001100,-120.52401,46.59739
WBY43AW00P,King,Bellevue,98004,2023,BMW,I4,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023806,-122.1872,47.61001
1FT6W1EV4N,Kitsap,Bremerton,98311,2022,FORD,F-150,BEV,0,PUGET SOUND ENERGY INC,53035091600,-122.60915,47.62631
5YJSA1E20G,King,Federal Way,98003,2016,TESLA,MODEL S,BEV,210,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033030203,-122.3303,47.30151
YV4BR0DL6J,King,Kirkland,98034,2018,VOLVO,XC60,PHEV,17,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021904,-122.22901,47.72201
5YJ3E1EC6L,King,Seattle,98101,2020,TESLA,MODEL 3,BEV,308,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007202,-122.34223,47.61085
5YJ3E1EC8N,Clark,Vancouver,98664,2022,TESLA,MODEL 3,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011041208,-122.59219,45.62158
KNDCS3LF1P,King,Burien,98166,2023,KIA,NIRO,PHEV,33,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033027800,-122.34102,47.46593
WVWKP7AU1G,King,Bellevue,98004,2016,VOLKSWAGEN,E-GOLF,BEV,83,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024001,-122.1872,47.61001
KNDPZDDHXS,Clark,Vancouver,98685,2025,KIA,SPORTAGE,PHEV,34,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040910,-122.70303,45.70954
5UXTA6C04P,King,Seattle,98112,2023,BMW,X5,PHEV,30,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006200,-122.30207,47.64085
7PDSGABA8P,King,Bothell,98011,2023,RIVIAN,R1S,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022001,-122.20563,47.76144
YV4BR0DM4M,King,Seattle,98116,2021,VOLVO,XC60,PHEV,18,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009600,-122.41067,47.57894
KNDCC3LG9N,King,Seattle,98105,2022,KIA,NIRO,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004500,-122.31307,47.66127
1C4JJXN66P,King,Tukwila,98188,2023,JEEP,WRANGLER,PHEV,21,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033028200,-122.29179,47.43473
5YJ3E1EA4P,King,Federal Way,98003,2023,TESLA,MODEL 3,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033030304,-122.3303,47.30151
5YJSA1E62P,Clark,Ridgefield,98642,2023,TESLA,MODEL S,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040905,-122.74595,45.81539
1FT6W1EVXP,Snohomish,Lake Stevens,98258,2023,FORD,F-150,BEV,0,PUGET SOUND ENERGY INC,53061052605,-122.06402,48.01497
JTMABABA6P,King,Burien,98146,2023,SUBARU,SOLTERRA,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700,-122.36178,47.49408
7SAYGDED9R,King,Issaquah,98027,2024,TESLA,MODEL Y,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025006,-122.03439,47.5301
LPSED3KA3N,Clark,Vancouver,98663,2022,POLESTAR,PS2,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011042500,-122.64695,45.65675
KNDCC3LG8N,Kitsap,Bremerton,98310,2022,KIA,NIRO,BEV,0,PUGET SOUND ENERGY INC,53035080400,-122.61136,47.5752
KNDPYDDH6R,King,Seattle,98125,2024,KIA,SPORTAGE,PHEV,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102,-122.30253,47.72656
1G1FZ6S00M,King,Seattle,98177,2021,CHEVROLET,BOLT EV,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500,-122.36498,47.72238
7SAYGDEDXR,King,Redmond,98052,2024,TESLA,MODEL Y,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022902,-122.13158,47.67858
1V2VMPE82P,King,Redmond,98052,2023,VOLKSWAGEN,ID.4,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032321,-122.13158,47.67858
YV4ED3UK0P,King,Woodinville,98072,2023,VOLVO,XC40,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021906,-122.15545,47.75448
7SAYGDEE5R,King,Kirkland,98034,2024,TESLA,MODEL Y,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021904,-122.22901,47.72201
YV4H60DN6P,Jefferson,Port Townsend,98368,2023,VOLVO,XC60,PHEV,35,"BONNEVILLE POWER ADMINISTRATION, PUGET SOUND ENERGY INC, PUD NO 1 OF JEFFERSON COUNTY",53031950502,-122.77263,48.1212
WDC0G5EB2K,King,Seattle,98146,2019,MERCEDES-BENZ,GLC-CLASS,PHEV,10,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000,-122.36178,47.49408
1N4BZ0CP1H,King,Seattle,98125,2017,NISSAN,LEAF,BEV,107,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000201,-122.30253,47.72656
W1N9M0KB0P,King,Sammamish,98074,2023,MERCEDES-BENZ,EQB-CLASS,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032216,-122.02054,47.60326
7PDSGABLXR,King,Kirkland,98034,2024,RIVIAN,R1S,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022005,-122.22901,47.72201
1G1FX6S09H,Clark,Vancouver,98686,2017,CHEVROLET,BOLT EV,BEV,238,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040812,-122.62731,45.71668
5YJSA1E58M,Clark,Vancouver,98686,2021,TESLA,MODEL S,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040411,-122.62731,45.71668
5YJ3E1EB6M,King,Bellevue,98004,2021,TESLA,MODEL 3,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024001,-122.1872,47.61001
5YJXCAE25J,King,Seattle,98125,2018,TESLA,MODEL X,BEV,238,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800,-122.30253,47.72656
4JGGM5DB8R,King,Kirkland,98033,2024,MERCEDES-BENZ,EQE-CLASS SUV,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022402,-122.2066,47.67887
1N4AZ0CP6F,King,Kirkland,98033,2015,NISSAN,LEAF,BEV,84,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022501,-122.2066,47.67887
YV4BR0DK4M,King,Kirkland,98034,2021,VOLVO,XC60,PHEV,18,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022300,-122.22901,47.72201
KNDCE3LG2K,King,Seattle,98146,2019,KIA,NIRO,BEV,239,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100,-122.36178,47.49408
5YJ3E1EA9R,Snohomish,Edmonds,98026,2024,TESLA,MODEL 3,BEV,0,PUGET SOUND ENERGY INC,53061042005,-122.31768,47.87166
WVGUNPE23N,King,Bellevue,98005,2022,VOLKSWAGEN,ID.4,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022805,-122.1621,47.64441
5UXKT0C50J,King,Seattle,98177,2018,BMW,X5,PHEV,13,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600,-122.36498,47.72238
7FCTGBAA9R,King,Kirkland,98034,2024,RIVIAN,R1T,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021903,-122.22901,47.72201
1N4AZ1CP4K,Thurston,Yelm,98597,2019,NISSAN,LEAF,BEV,150,PUGET SOUND ENERGY INC,53067012412,-122.60735,46.94239
1V2GNPE89P,King,Renton,98056,2023,VOLKSWAGEN,ID.4,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025304,-122.1805,47.50006
1C4RJXN64R,Clark,Vancouver,98662,2024,JEEP,WRANGLER,PHEV,21,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040703,-122.57722,45.64251
1N4AZ1CV0M,King,Shoreline,98133,2021,NISSAN,LEAF,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020200,-122.35029,47.71871
WB523CF06S,King,Kirkland,98034,2025,BMW,IX,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022201,-122.22901,47.72201
7G2CEHED3R,King,Kirkland,98034,2024,TESLA,CYBERTRUCK,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022003,-122.22901,47.72201
7PDSGBBA3R,King,Seattle,98133,2024,RIVIAN,R1S,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,-122.35029,47.71871
JTMABABA1P,King,Seattle,98125,2023,SUBARU,SOLTERRA,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900,-122.30253,47.72656
1G1RC6S58J,Clark,Vancouver,98685,2018,CHEVROLET,VOLT,PHEV,53,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040908,-122.70303,45.70954
7SAYGDEE7N,King,Seattle,98133,2022,TESLA,MODEL Y,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402,-122.35029,47.71871
1N4BZ1CP9K,Clark,Vancouver,98664,2019,NISSAN,LEAF,BEV,150,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011041208,-122.59219,45.62158
7SAYGDEE1R,King,Bellevue,98005,2024,TESLA,MODEL Y,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023701,-122.1621,47.64441
YV4BC0PLXG,King,Bellevue,98005,2016,VOLVO,XC90,PHEV,13,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023701,-122.1621,47.64441
5YJSA1S24F,King,Kirkland,98034,2015,TESLA,MODEL S,BEV,208,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022300,-122.22901,47.72201
5YJSA1DP3C,King,Kirkland,98033,2012,TESLA,MODEL S,BEV,265,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022501,-122.2066,47.67887
7SAYGDED4S,King,Bellevue,98005,2025,TESLA,MODEL Y,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023701,-122.1621,47.64441
WBA33AG09N,King,Bellevue,98005,2022,BMW,530E,PHEV,18,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023500,-122.1621,47.64441
KNAGV4LD5J,Thurston,Lacey,98503,2018,KIA,OPTIMA,PHEV,29,PUGET SOUND ENERGY INC,53067011300,-122.82324,47.04437
JTJHKCFZ1R,Clark,Vancouver,98686,2024,LEXUS,NX,PHEV,37,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040811,-122.62731,45.71668
KM8KNDAF4P,King,Bellevue,98008,2023,HYUNDAI,IONIQ 5,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023300,-122.11867,47.63131
5YJ3E1EB1N,King,Bellevue,98004,2022,TESLA,MODEL 3,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023805,-122.1872,47.61001
1G1FZ6S00P,King,Seattle,98122,2023,CHEVROLET,BOLT EUV,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007901,-122.31009,47.60803
W1N0G5DBXL,King,Seattle,98125,2020,MERCEDES-BENZ,GLC-CLASS,PHEV,22,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000101,-122.30253,47.72656
7G2CEHED4R,King,Seattle,98125,2024,TESLA,CYBERTRUCK,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900,-122.30253,47.72656
1N4AZ0CP9E,King,Renton,98055,2014,NISSAN,LEAF,BEV,84,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025806,-122.197,47.43876
5YJ3E1EB3L,King,Sammamish,98075,2020,TESLA,MODEL 3,BEV,322,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032215,-122.03539,47.61344
WP0CD2Y13R,King,Bellevue,98004,2024,PORSCHE,TAYCAN,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024001,-122.1872,47.61001
1G1FZ6S07K,King,Burien,98166,2019,CHEVROLET,BOLT EV,BEV,238,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033027800,-122.34102,47.46593
3C3CFFGE1F,Clark,Vancouver,98664,2015,FIAT,500,BEV,87,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011041208,-122.59219,45.62158
1C4JJXP66N,Clark,Battle Ground,98604,2022,JEEP,WRANGLER,PHEV,21,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011040415,-122.5331,45.78092
7SAYGDEF5R,Clark,Vancouver,98682,2024,TESLA,MODEL Y,BEV,0,"BONNEVILLE POWER ADMINISTRATION, PUD NO 1 OF CLARK COUNTY - (WA)",53011041334,-122.55149,45.69345
5UXKT0C59J,King,Burien,98166,2018,BMW,X5,PHEV,13,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033027901,-122.34102,47.46593
W1KCG2EB3P,King,Newcastle,98059,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025005,-122.15734,47.48718
2C4RC1S72P,King,Sammamish,98074,2023,CHRYSLER,PACIFICA,PHEV,32,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032318,-122.02054,47.60326
3C3CFFGEXF,Thurston,Olympia,98506,2015,FIAT,500,BEV,87,PUGET SOUND ENERGY INC,53067010200,-122.87741,47.05997
3FMTK3SU8P,King,Bellevue,98008,2023,FORD,MUSTANG MACH-E,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023403,-122.11867,47.63131
5YJSA1E52M,King,Bellevue,98008,2021,TESLA,MODEL S,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023000,-122.11867,47.63131
7SAXCDE56R,King,Seattle,98125,2024,TESLA,MODEL X,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900,-122.30253,47.72656
1GYKPVRL3R,Snohomish,Bothell,98012,2024,CADILLAC,LYRIQ,BEV,0,PUGET SOUND ENERGY INC,53061052009,-122.21061,47.83448
3MW39FS00P,Kitsap,Seabeck,98380,2023,BMW,330E,PHEV,20,PUGET SOUND ENERGY INC,53035091301,-122.81585,47.64509
KNDC4DLC2R,Snohomish,Everett,98208,2024,KIA,EV6,BEV,0,PUGET SOUND ENERGY INC,53061041606,-122.18637,47.89251
1FT6W1EV1P,King,Seattle,98117,2023,FORD,F-150,BEV,0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003302,-122.38418,47.70044
5YJ3E1EA6M,Snohomish,Monroe,98272,2021,TESLA,MODEL 3,BEV,0,PUGET SOUND ENERGY INC,53061053802,-121.98087,47.8526
1N4AZ1BV0P,King,Renton,98059,2023,NISSAN,LEAF,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033025101,-122.15734,47.48718
1G1FX6S02H,King,Redmond,98052,2017,CHEVROLET,BOLT EV,BEV,238,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032321,-122.13158,47.67858
WP0BB2Y16P,Kitsap,Bainbridge Island,98110,2023,PORSCHE,TAYCAN,BEV,0,PUGET SOUND ENERGY INC,53035090800,-122.521,47.62728
WB523CF08R,King,Kirkland,98033,2024,BMW,IX,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022501,-122.2066,47.67887
WA1E2AFYXL,King,Bellevue,98006,2020,AUDI,Q5 E,PHEV,20,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033024704,-122.12096,47.55584
7SAXCBE55P,King,Bellevue,98004,2023,TESLA,MODEL X,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033023902,-122.1872,47.61001
5YJ3E1EBXJ,King,Redmond,98052,2018,TESLA,MODEL 3,BEV,215,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033032321,-122.13158,47.67858
WVWKR7AU1K,King,Kirkland,98033,2019,VOLKSWAGEN,E-GOLF,BEV,125,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033022401,-122.2066,47.67887
7FCTGBAA2P,Kitsap,Seabeck,98380,2023,RIVIAN,R1T,BEV,0,PUGET SOUND ENERGY INC,53035091301,-122.81585,47.64509
7SAXCBE55N,King,Bothell,98011,2022,TESLA,MODEL X,BEV,0,"PUGET SOUND ENERGY INC, CITY OF TACOMA - (WA)",53033021905,-122.20563,47.76144
